S.No.,Name,CMP Rs.,All time high Rs.,No. Eq. Shares Cr.,Sales Qtr Rs.Cr.,NP Qtr Rs.Cr.,Qtr Profit Var %,Qtr Sales Var %,Exp Qtr Sales Var %,Sales Rs.Cr.,EBIT 12M Rs.Cr.,PAT 12M Rs.Cr.,Sales growth %,Profit growth %,ROE %,ROCE %,ROA 12M %,Sales Var 3Yrs %,Profit Var 3Yrs %,ROE 3Yr %,ROCE3yr avg %,ROA 3Yr %,EPS 12M Rs.,P/E,CMP / BV,CMP / Sales,PEG,Curr price to Graham,Cur price to Int val,Div Yld %,Dividend Payout %,CF Opr 3Yrs Rs.Cr.,CF Operations Rs.Cr.,CF Investing Rs.Cr.,CF Financing Rs.Cr.,Net CF Rs.Cr.,Free Cash Flow Rs.Cr.,Free Cash Flow 3Yrs Rs.Cr.,Int Coverage,Debt / Eq,Asset Turnover,Inven TO,EV / EBITDA,Unpledged Prom Hold %,Chg in Prom Hold 3Yr %,Change in Prom Hold %,Chg in FII Hold %,Chg in DII Hold %,Piotski Scr,Altman Z Scr,G Factor,Ind PE,Mar Cap Rs.Cr.,Vol 1d,BSE Code,NSE Code,Industry,Drop_from_AT_high,Strat_AT_HIGH
405.0,JP Power Ven.,14.01,144.0,685.35,1340.91,155.67,-82.53,-11.48,-14.0,5462.19,1629.78,813.55,-19.23,-42.17,6.85,10.26,4.64,5.71,96.34,6.86,9.8,4.37,1.19,11.78,0.8,1.76,0.59,0.64,0.6,0.0,0.0,4408.92,1714.28,39.11,-891.89,861.5,1471.7,3848.0,3.94,0.31,0.31,5.88,5.63,4.99,0.0,0.0,0.05,0.03,7.0,2.63,4.0,31.51,9601.74,34361623,532627.0,JPPOWER,Power Generation And Supply,-0.9,Big_drop_AT_HIGH_MARCAP2K
406.0,India Cements,309.0,385.5,30.99,1197.3,18.02,27.13,-3.11,-16.3,4148.78,-413.16,-563.87,-18.85,-106.41,-7.15,-4.22,-4.6,-5.13,,-5.96,-2.9,-3.26,-4.64,,0.94,2.31,,,,0.0,0.0,68.23,-256.22,2014.6,-1738.47,19.91,31.11,427.84,-1.55,0.11,0.34,4.32,-61.23,81.49,53.07,26.0,-9.56,-2.99,4.0,2.39,3.0,55.51,9575.83,893408,530005.0,INDIACEM,Cement - South India,-0.2,Other
407.0,Ami Organics,1169.15,1322.0,8.19,308.48,62.71,146.22,37.13,42.38,1006.88,222.38,158.71,40.34,167.11,16.0,19.92,12.13,24.63,30.17,13.83,18.83,10.38,19.38,60.25,7.3,9.51,1.46,4.43,1.61,0.13,7.74,309.04,118.34,-223.94,261.12,155.52,-76.3,-262.35,35.75,0.01,0.76,3.28,37.49,35.96,-5.09,0.0,0.96,-1.92,7.0,12.66,5.0,27.34,9571.69,3213944,,,Unmapped,-0.12,Other
408.0,Jupiter Life Lin,1459.15,1770.0,6.56,269.13,49.31,16.43,16.82,17.29,1026.95,246.82,181.76,17.26,31.14,17.77,22.16,13.53,25.46,109.23,22.35,23.97,13.03,27.97,52.65,7.2,9.32,0.99,4.08,2.58,0.07,4.32,436.17,109.79,-256.48,310.58,163.89,33.55,250.87,44.63,0.0,0.81,10.89,32.91,40.91,,0.0,0.0,-0.11,6.0,13.22,5.0,54.85,9567.07,20244,543980.0,JLHL,Healthcare,-0.18,Other
409.0,Prudent Corp.,2305.95,3741.15,4.14,285.04,48.19,34.99,35.78,43.21,1060.24,255.26,188.48,42.82,39.19,33.4,43.29,21.76,40.82,45.29,37.03,48.95,23.57,45.52,50.62,16.79,9.01,1.13,6.15,1.75,0.09,5.97,362.88,149.6,-139.1,-14.0,-3.5,144.81,354.56,102.93,0.05,1.29,0.12,33.52,55.72,,0.0,2.86,-2.92,7.0,22.14,5.0,12.57,9548.19,26637,543527.0,PRUDENT,Finance & Investments,-0.38,Other
410.0,Olectra Greentec,1162.55,2222.0,8.21,515.37,46.62,71.66,50.63,42.97,1641.79,223.35,131.6,32.27,46.0,8.77,14.79,5.0,60.07,111.69,7.34,12.04,4.45,16.03,72.49,9.7,5.81,1.56,5.6,3.41,0.04,4.27,254.14,143.0,-86.49,-56.0,0.51,63.96,42.72,5.01,0.19,0.73,4.65,36.46,50.02,0.0,0.0,-0.31,0.14,9.0,9.7,3.0,23.21,9542.31,331957,532439.0,OLECTRA,Automobiles - LCVs / HCVs,-0.48,Big_drop_AT_HIGH_MARCAP2K
411.0,Eureka Forbes,489.0,648.4,19.34,597.84,34.82,53.8,11.01,10.87,2376.59,193.44,142.52,10.83,54.95,2.45,3.46,1.67,553.34,300.36,1.29,1.95,0.74,6.92,66.37,2.2,3.98,0.39,2.63,4.41,0.0,0.0,403.42,195.2,-34.57,-117.47,43.16,169.12,362.66,31.4,0.02,0.36,3.97,37.61,28.99,-11.29,0.0,-0.03,0.41,9.0,3.75,4.0,49.77,9456.83,228804,543482.0,EUREKAFORB,Domestic Appliances,-0.25,Other
412.0,INDIA SHELTE FIN,869.95,916.4,10.79,303.96,95.93,54.4,45.7,40.47,1072.0,776.14,346.88,40.39,56.22,13.96,12.23,4.86,37.8,41.38,13.49,11.58,4.5,32.31,27.12,3.76,8.76,0.5,2.12,1.13,0.0,0.0,-2580.88,-1232.97,-233.3,1219.58,-246.68,-1238.92,-2597.75,2.37,1.61,0.16,,16.77,47.92,,-0.08,0.7,-2.14,5.0,3.4,6.0,19.28,9389.01,160987,544044.0,INDIASHLTR,Finance - Housing,-0.05,Other
413.0,Valor Estate,174.0,540.1,53.85,329.5,7.93,-99.04,130.74,502.05,632.22,-105.26,-126.4,132.78,-110.46,34.7,22.26,14.09,144.16,78.3,3.75,3.38,0.85,-2.41,,1.9,14.82,,,,0.0,0.0,66.42,236.7,486.32,18.04,741.06,184.49,16.96,-1.07,0.4,0.04,-0.07,-210.33,31.51,-15.66,0.0,1.12,-0.05,6.0,2.77,4.0,33.15,9369.29,1060017,533160.0,DBREALTY,Construction,-0.68,Big_drop_AT_HIGH_MARCAP2K
414.0,C P C L,627.2,1275.0,14.89,17249.12,469.93,-25.16,-2.66,-7.25,59356.02,493.18,214.09,-10.1,-92.2,2.51,4.3,1.21,11.28,-45.9,31.07,28.04,12.72,14.38,43.62,1.15,0.16,2.72,1.49,1.44,8.82,34.78,9795.58,1352.37,-649.49,-519.08,183.8,667.18,8090.36,2.02,0.38,3.35,7.85,10.99,67.29,0.0,0.0,-0.5,0.43,4.0,5.42,4.0,20.12,9339.71,823624,500110.0,CHENNPETRO,Refineries,-0.51,Big_drop_AT_HIGH_MARCAP2K
415.0,PVR Inox,950.1,2214.85,9.82,1717.3,35.5,177.34,11.09,-1.66,5786.5,431.7,-284.5,-3.46,-22.73,-0.71,4.69,-0.32,179.4,24.54,-6.75,1.66,-3.33,-28.95,,1.32,1.61,,,,0.0,0.0,3009.69,1979.0,-626.6,-1292.5,59.9,1352.1,1624.32,0.53,1.17,0.37,5.55,10.07,24.73,10.53,0.04,1.18,-3.73,6.0,1.9,4.0,38.15,9330.0,195730,532689.0,PVRINOX,Entertainment / Electronic Media Software,-0.57,Big_drop_AT_HIGH_MARCAP2K
416.0,Ganesh Housing,1112.85,1485.0,8.34,257.01,160.84,59.94,41.66,32.51,985.15,733.5,545.96,23.99,40.95,41.58,45.01,28.93,74.35,85.49,24.43,27.04,14.3,65.47,16.99,5.36,9.42,0.22,2.01,0.86,0.98,19.91,709.48,637.81,-488.64,-243.74,-94.57,485.68,526.34,194.05,0.02,0.56,0.15,12.23,73.06,0.0,0.0,0.2,-0.2,8.0,11.07,7.0,33.15,9279.76,53618,526367.0,GANESHHOUC,Construction,-0.25,Other
417.0,RHI Magnesita,446.0,893.15,20.65,1010.7,47.54,20.72,9.51,0.49,3699.82,366.28,207.32,-0.34,51.62,9.58,8.58,5.88,40.26,33.19,13.87,18.72,10.5,-4.43,44.42,2.35,2.49,1.51,,,0.55,-51.39,536.12,270.6,-312.44,-230.55,-272.39,190.56,351.81,7.85,0.12,0.69,2.54,16.89,56.07,-14.12,0.0,-0.02,0.32,6.0,5.06,4.0,33.2,9209.92,314049,534076.0,RHIM,Refractories / Intermediates,-0.5,Big_drop_AT_HIGH_MARCAP2K
418.0,Happiest Minds,604.65,1580.8,15.23,530.81,50.1,-14.85,29.5,22.45,1933.56,373.35,213.46,21.96,-8.5,20.56,21.57,12.34,28.07,13.63,26.2,27.59,15.91,14.62,43.17,6.0,4.76,0.79,3.33,1.51,0.93,34.57,587.85,212.56,-537.05,363.47,38.98,202.3,434.15,4.39,0.82,0.84,,20.06,43.44,-9.04,-0.01,-0.3,4.5,5.0,6.67,4.0,30.98,9207.24,903965,543227.0,HAPPSTMNDS,Computers - Software - Medium / Small,-0.62,Big_drop_AT_HIGH_MARCAP2K
419.0,Triven.Engg.Ind.,419.0,536.0,21.89,1268.32,42.57,-69.02,-3.27,-1.38,5362.08,357.15,215.4,-2.52,-49.25,14.21,14.77,8.25,3.75,10.03,19.95,17.79,10.42,10.11,42.6,3.17,1.71,3.33,2.42,2.69,0.83,31.85,324.3,100.25,-359.19,263.33,4.4,-255.35,-557.89,5.01,0.19,1.09,1.64,19.92,60.98,-7.45,0.0,0.39,-0.22,4.0,6.31,2.0,15.2,9171.85,341443,532356.0,TRIVENI,Sugar,-0.22,Other
420.0,JK Lakshmi Cem.,778.05,999.9,11.77,1496.83,60.46,-56.94,-12.1,-11.12,6075.85,607.75,270.02,-11.56,-35.57,15.39,17.04,6.72,12.82,4.29,15.96,16.65,6.97,23.18,33.92,2.79,1.51,0.42,2.05,1.87,0.84,16.21,2213.36,899.17,-879.85,-35.59,-16.27,-106.87,109.17,3.35,0.7,0.96,3.49,12.42,46.34,0.03,0.0,0.13,0.01,7.0,3.57,3.0,46.38,9155.36,51908,500380.0,JKLAKSHMI,Cement - North India,-0.22,Other
421.0,Graphite India,465.25,1127.0,19.54,523.0,-21.0,-217.65,-24.2,-13.41,2614.0,571.0,426.0,-14.15,811.82,0.95,1.44,0.75,14.64,53.82,5.24,7.46,4.3,21.91,21.37,1.54,3.48,-0.37,1.21,2.03,2.36,26.6,31.73,680.26,-238.96,-427.42,13.88,1395.56,492.05,47.58,0.04,0.44,1.24,14.03,65.34,0.0,0.0,0.4,0.58,5.0,4.41,4.0,20.61,9089.91,212447,509488.0,GRAPHITE,Electrodes - Graphites,-0.59,Big_drop_AT_HIGH_MARCAP2K
422.0,Inox India,1001.0,1507.2,9.08,333.63,58.39,8.99,14.77,11.89,1213.1,271.88,199.17,11.08,9.11,32.71,43.06,16.71,23.9,26.24,30.62,38.59,15.99,22.54,45.61,12.13,7.49,182.44,4.89,2.17,0.0,0.0,399.29,125.59,-28.83,-103.02,-6.26,31.51,216.4,30.55,0.13,0.96,1.19,31.07,75.0,,0.0,0.33,-0.73,7.0,12.96,4.0,22.33,9085.4,87391,544046.0,INOXINDIA,Packaging,-0.34,Other
423.0,Usha Martin,298.05,451.0,30.47,860.54,92.26,-14.18,7.96,5.17,3407.11,559.75,411.67,4.79,-2.66,19.21,22.08,13.27,15.43,41.67,18.47,20.32,11.76,13.54,22.1,3.54,2.67,0.42,1.86,2.02,0.92,19.81,854.0,443.84,-284.89,-159.33,-0.38,168.34,422.81,18.87,0.18,1.01,2.0,14.33,43.89,-5.33,0.41,-0.04,1.11,8.0,6.87,4.0,22.74,9082.85,898845,517146.0,USHAMART,Steel - Medium / Small,-0.34,Other
424.0,ITD Cem,528.2,694.45,17.18,2244.86,87.04,11.01,11.29,25.96,8874.94,702.29,348.76,25.15,57.18,19.76,27.08,4.94,41.44,170.27,12.61,20.11,3.26,20.3,26.02,5.57,1.02,0.99,2.54,1.16,0.35,10.67,1514.1,704.34,-418.89,-122.99,162.46,368.73,680.92,3.13,0.6,1.41,5.15,10.69,46.64,0.0,0.0,-3.09,3.54,9.0,4.8,5.0,19.92,9073.85,232464,509496.0,ITDCEM,Construction,-0.24,Other
425.0,Genus Power,296.7,486.05,30.39,604.2,68.21,404.51,132.58,99.96,1925.36,372.63,200.21,96.03,255.87,5.92,9.76,3.41,25.42,13.2,4.28,7.16,2.47,6.59,45.04,5.47,4.68,64.34,3.31,3.36,0.21,30.31,-38.84,-154.04,-430.36,567.84,-16.56,-227.2,-151.11,3.94,0.71,0.54,1.88,23.73,13.11,-11.07,-0.01,-0.41,0.21,5.0,6.2,3.0,46.36,9017.53,457872,530343.0,GENUSPOWER,Electronics - Components,-0.39,Other
426.0,Mrs Bectors,1461.9,2200.0,6.14,492.12,34.59,-0.06,14.75,17.33,1834.2,206.45,142.58,17.3,6.09,23.22,25.35,14.51,22.62,24.69,18.38,20.15,11.39,23.72,62.92,8.05,4.89,1.88,4.7,3.02,0.22,13.61,401.72,153.41,-223.53,68.76,-1.35,-61.27,19.49,14.03,0.13,1.68,10.11,31.41,49.04,-2.03,0.01,0.4,-0.18,6.0,12.7,5.0,31.51,8975.77,45604,543253.0,BECTORFOOD,Food - Processing - Indian,-0.34,Other
427.0,HEG,464.0,991.0,19.3,478.38,83.4,90.98,-14.94,-12.09,2164.34,327.16,221.63,-12.19,-41.44,7.14,8.54,5.45,24.03,84.2,10.5,12.28,8.07,11.48,40.37,2.04,4.14,-1.11,1.9,3.19,0.96,27.87,584.93,612.22,-184.34,-324.12,103.76,244.49,-619.0,9.13,0.13,0.42,1.11,17.89,55.78,0.65,0.0,0.11,-0.44,5.0,4.6,3.0,20.61,8954.2,433588,509631.0,HEG,Electrodes - Graphites,-0.53,Big_drop_AT_HIGH_MARCAP2K
428.0,Star Cement,219.1,256.0,40.42,718.76,9.05,-87.69,10.34,7.26,3024.85,222.32,133.38,7.03,-56.06,11.54,16.48,8.79,19.17,6.33,11.33,15.1,8.84,3.3,66.38,3.21,2.93,-349.37,3.08,3.14,0.0,0.0,1265.26,489.75,-650.06,86.48,-73.84,-546.33,-537.63,8.25,0.14,0.86,2.92,18.1,56.9,-9.66,-0.02,0.82,0.22,7.0,5.75,2.0,46.38,8855.59,937104,540575.0,STARCEMENT,Cement - North India,-0.14,Other
429.0,TTK Prestige,636.25,1269.6,13.86,727.23,57.35,-6.84,-1.51,0.83,2687.78,291.55,207.81,0.8,-8.02,11.19,14.55,8.46,6.87,-0.38,14.33,19.05,10.75,15.28,42.39,4.74,3.28,13.16,2.96,3.18,0.98,36.4,781.44,288.9,-185.25,-104.36,-0.71,221.5,607.4,17.77,0.09,1.01,2.8,23.19,70.52,0.11,0.0,-0.34,0.17,4.0,7.98,3.0,49.77,8819.5,94692,517506.0,TTKPRESTIG,Domestic Appliances,-0.5,Big_drop_AT_HIGH_MARCAP2K
430.0,Allied Blenders,314.7,444.95,27.97,973.74,58.37,26431.82,8.82,1.39,3366.61,305.59,119.58,1.06,1136.61,1.93,15.76,0.32,-19.5,12.96,1.5,13.04,0.26,4.28,73.64,6.15,2.61,-7.74,4.48,5.75,0.0,0.0,601.32,186.05,-58.72,-127.65,-0.32,141.48,517.32,2.16,0.5,1.29,2.65,25.75,80.91,,0.0,0.18,0.02,8.0,6.87,2.0,29.54,8802.53,284582,544203.0,ABDL,Breweries & Distilleries,-0.29,Other
431.0,Mah. Seamless,656.0,1099.05,13.4,1408.11,186.06,-32.57,-1.61,-11.96,5065.8,993.78,753.26,-12.99,-31.71,18.12,22.92,15.3,32.78,68.92,18.16,18.43,13.96,56.26,11.65,1.48,1.74,0.44,0.88,1.07,1.51,14.09,1683.81,1041.42,-721.65,-319.66,0.11,1009.34,1625.57,365.36,0.0,0.87,2.35,7.99,68.86,1.86,0.79,0.51,0.12,8.0,5.09,6.0,17.75,8789.86,143157,500265.0,MAHSEAMLES,Steel - Medium / Small,-0.4,Other
432.0,Nazara Technolo.,998.8,1678.01,8.76,534.69,13.68,-46.04,66.88,25.94,1369.92,103.98,71.46,17.96,7.37,3.42,5.53,3.15,35.83,81.2,3.42,6.56,3.69,10.53,122.45,4.49,6.39,2.28,4.37,2.5,0.0,0.0,160.98,90.79,-612.16,946.27,424.9,63.95,114.6,17.48,0.06,0.51,6.02,41.65,8.78,-10.54,-0.22,1.45,-1.07,6.0,6.52,3.0,39.05,8751.1,424445,543280.0,NAZARA,Telecommunications - Service Provider,-0.4,Other
433.0,Alkyl Amines,1710.1,4749.0,5.11,371.2,43.76,30.9,15.26,4.7,1542.4,244.75,178.54,3.07,12.23,12.29,16.46,9.43,5.06,-20.33,19.0,25.74,14.3,34.92,48.99,6.66,5.67,3.97,3.81,1.7,0.59,34.36,728.03,274.97,-121.47,-140.32,13.19,152.92,56.83,115.45,0.0,0.91,5.16,27.27,72.04,0.01,0.04,0.0,0.41,5.0,10.87,4.0,30.33,8744.81,53607,506767.0,ALKYLAMINE,Chemicals,-0.64,Big_drop_AT_HIGH_MARCAP2K
434.0,Metropolis Healt,1702.75,3579.9,5.13,322.77,31.47,15.46,10.87,13.64,1316.92,224.87,152.24,13.6,22.02,12.2,15.79,8.4,6.56,-11.39,17.03,20.72,11.34,29.71,57.36,7.39,6.63,38.24,4.33,2.55,0.24,16.04,764.43,264.07,-89.09,-181.2,-6.21,200.31,617.53,11.51,0.16,0.79,6.21,26.76,48.32,-0.89,-0.51,-1.44,0.3,5.0,11.01,3.0,54.85,8731.9,39842,542650.0,METROPOLIS,Healthcare,-0.52,Big_drop_AT_HIGH_MARCAP2K
435.0,JK Tyre & Indust,317.05,554.35,27.4,3673.68,52.6,-71.5,-0.38,-1.92,14632.77,1338.69,604.29,-2.03,-16.13,20.62,19.31,6.32,18.12,39.99,13.32,13.21,3.49,21.41,14.39,1.88,0.59,0.43,1.1,1.51,1.4,14.92,3184.4,1614.16,-1202.71,-413.28,-1.83,869.97,1749.69,2.88,1.11,1.14,4.34,7.35,50.55,-5.71,0.0,-0.09,-0.19,7.0,2.99,3.0,28.45,8687.8,1101193,530007.0,JKTYRE,Tyres,-0.43,Other
436.0,Cartrade Tech,1830.0,1889.0,4.74,176.22,45.53,94.4,27.15,41.67,616.89,155.38,113.61,40.03,78.08,0.42,4.2,0.5,25.2,-54.65,-1.36,0.56,-1.19,24.43,76.39,4.07,14.07,92.04,3.68,3.0,0.0,0.0,127.25,15.87,13.08,-32.93,-3.97,13.1,111.67,14.18,0.06,0.2,,44.08,0.0,0.0,0.0,5.84,-4.31,6.0,7.3,2.0,73.83,8681.14,747867,543333.0,CARTRADE,Miscellaneous,-0.03,Other
437.0,Garware Tech.,869.0,986.39,9.93,350.72,47.79,10.4,21.2,14.48,1489.83,325.72,229.98,13.4,15.98,18.52,23.07,12.77,8.61,10.39,18.03,22.41,12.16,22.99,37.52,7.65,5.79,3.17,3.59,2.81,0.07,2.94,472.03,218.8,-72.66,-38.52,107.62,176.79,387.37,14.44,0.13,0.81,1.73,24.66,53.0,0.38,0.0,-0.35,0.6,8.0,11.09,3.0,20.97,8626.23,94893,509557.0,GARFIBRES,Textiles - Products,-0.12,Other
438.0,Tega Inds.,1287.95,2328.9,6.65,409.27,54.25,52.3,20.3,18.21,1609.53,277.2,187.7,16.45,3.34,17.28,19.2,11.02,22.83,11.62,18.42,19.85,11.63,28.21,45.66,6.84,5.32,1.09,3.73,2.17,0.15,6.86,444.4,252.14,-96.31,-115.23,40.6,252.14,403.4,10.2,0.23,0.85,2.08,23.38,74.8,-4.37,0.0,0.05,-0.26,5.0,9.79,4.0,33.89,8569.45,28473,543413.0,TEGA,Engineering,-0.45,Other
439.0,Praj Industries,463.35,875.0,18.38,859.68,39.81,-56.7,-15.6,-6.38,3228.04,289.22,199.65,-6.87,-27.29,15.03,19.15,6.6,11.27,11.02,20.29,26.46,8.77,11.91,42.66,6.18,2.64,1.73,3.26,1.72,1.32,50.38,404.48,42.96,71.24,-160.84,-46.64,-0.54,237.18,15.36,0.14,1.07,6.98,22.71,32.81,-0.02,0.0,0.0,0.0,4.0,6.58,2.0,34.21,8516.99,2209192,522205.0,PRAJIND,Engineering,-0.47,Big_drop_AT_HIGH_MARCAP2K
440.0,MMTC,56.22,1897.72,150.0,0.25,3.66,-93.48,-65.75,3.86,3.1,185.09,159.74,-99.57,68.2,9.97,9.23,4.11,-95.17,20.4,,17.16,-0.44,1.03,52.8,4.91,2720.32,9.64,3.45,5.3,0.0,0.0,400.55,-352.93,198.36,-43.42,-197.99,-352.7,399.22,201.18,0.09,0.0,4.19,37.92,89.93,0.0,0.0,0.05,0.01,4.0,4.81,0.0,27.81,8433.0,2612990,513377.0,MMTC,Trading,-0.97,Big_drop_AT_HIGH_MARCAP2K
441.0,Power Mech Proj.,2645.25,3725.0,3.16,1337.97,86.55,33.36,20.81,14.94,4682.38,523.7,293.34,14.79,23.08,15.87,23.79,7.47,30.7,94.87,16.12,21.26,6.86,92.87,28.52,4.27,1.79,1.85,2.33,1.52,0.04,1.27,561.51,204.6,-373.19,175.95,7.36,114.6,382.14,5.74,0.34,1.27,0.72,14.83,58.28,-5.41,0.0,-0.23,0.01,6.0,6.46,5.0,30.06,8363.33,62116,539302.0,POWERMECH,Engineering - Turnkey Services,-0.29,Other
442.0,P & G Health Ltd,5016.65,7500.0,1.66,309.77,90.9,26.13,-0.06,-5.32,1159.54,339.48,245.45,-6.26,8.29,33.46,44.97,22.76,4.5,6.79,32.07,42.89,22.12,142.52,33.91,13.64,7.18,-1.43,4.62,2.57,1.6,214.75,633.81,228.28,-6.87,-418.1,-196.69,206.69,536.93,522.28,0.01,1.21,2.78,22.1,51.82,0.0,0.0,-0.15,-0.5,7.0,19.46,5.0,48.93,8327.35,9207,500126.0,PGHL,Pharmaceuticals - Multinational,-0.33,Other
443.0,Bengal & Assam,7364.25,11498.9,1.13,490.47,140.12,-73.09,-87.02,-87.07,2131.56,446.7,811.85,-87.08,-40.29,22.28,14.11,12.65,7.48,48.84,19.38,10.74,7.98,726.33,10.23,0.9,3.9,0.3,0.63,0.94,0.54,1.16,3605.13,1817.22,-1392.37,-589.95,-165.09,1246.35,2198.7,10.87,0.05,0.94,4.93,16.96,73.01,0.35,0.0,-0.02,0.0,9.0,2.83,4.0,20.17,8318.88,80,533095.0,,Finance & Investments,-0.36,Other
444.0,Kama Holdings,2578.75,3500.0,3.21,3525.54,272.23,6.29,14.62,6.66,14273.67,2037.19,776.58,6.42,3.41,14.15,13.56,7.57,16.65,12.9,19.55,19.94,11.14,242.0,10.65,1.19,0.58,0.48,0.75,0.47,1.36,37.09,7131.84,2126.31,-2097.54,-70.9,-42.13,-77.52,251.9,5.43,0.75,0.66,3.49,4.77,75.0,0.0,0.0,0.06,0.0,5.0,2.15,3.0,20.17,8275.37,1857,532468.0,,Finance & Investments,-0.26,Other
445.0,Birla Corpn.,1074.5,1802.0,7.7,2256.65,31.19,-71.42,-2.33,-3.62,9054.02,651.86,226.98,-4.35,-23.98,6.59,9.01,2.92,12.51,-15.38,4.86,6.94,2.12,30.12,36.44,1.18,0.91,3.38,1.38,1.6,0.93,18.31,3464.06,1619.45,-700.05,-969.14,-49.74,1093.91,1535.94,1.94,0.57,0.68,3.42,9.71,62.9,0.0,0.0,0.67,-0.64,8.0,2.4,3.0,46.38,8274.72,58066,500335.0,BIRLACORPN,Cement - North India,-0.4,Other
446.0,Latent View,400.4,755.0,20.65,232.18,51.26,13.31,35.27,32.63,847.84,235.3,173.49,32.33,9.82,12.07,15.88,10.69,27.63,16.23,12.63,15.92,11.79,8.44,47.62,5.52,9.75,2.29,3.41,1.54,0.0,0.0,343.28,130.47,-241.66,-4.58,-115.76,114.69,319.96,35.87,0.02,0.52,,30.98,65.24,-1.97,0.0,0.15,-0.39,4.0,9.99,3.0,30.98,8267.15,1339573,543398.0,LATENTVIEW,Computers - Software - Medium / Small,-0.47,Big_drop_AT_HIGH_MARCAP2K
447.0,S C I,176.5,384.8,46.58,1302.97,64.8,-50.93,-2.8,14.58,5680.01,1075.66,933.93,12.43,37.34,8.49,7.43,5.05,10.86,-2.89,11.08,9.15,6.38,20.05,8.84,1.12,1.45,0.22,0.65,0.67,0.28,3.8,3902.77,995.18,-574.16,103.19,524.21,547.59,2487.89,5.72,0.32,0.45,7.62,4.89,63.75,0.0,0.0,-0.11,-0.47,6.0,3.16,2.0,11.62,8221.39,2855418,523598.0,SCI,Shipping,-0.54,Big_drop_AT_HIGH_MARCAP2K
448.0,Shriram Pistons,1864.05,2399.0,4.4,847.89,120.98,11.69,10.73,16.57,3417.02,673.89,476.59,16.43,15.46,25.21,27.87,15.69,24.61,70.39,20.52,23.11,12.8,108.91,17.24,3.79,2.4,0.67,1.71,1.04,0.56,9.95,1101.23,486.73,-421.6,-42.16,22.98,340.27,771.37,19.04,0.24,1.11,3.85,9.62,43.75,-3.0,0.0,0.8,0.09,5.0,7.03,4.0,23.71,8211.15,43546,,SHRIPISTON,Auto Ancillaries,-0.22,Other
449.0,Honasa Consumer,252.3,547.0,32.52,470.55,21.58,-25.35,4.36,8.02,1813.6,102.62,68.16,6.84,-25.61,,17.1,9.41,56.54,27.87,,10.29,5.87,2.1,120.41,7.09,4.52,1.25,6.16,2.92,0.0,0.0,247.15,218.02,-458.74,343.65,102.93,210.98,229.8,9.73,0.1,1.37,4.58,58.12,34.99,,-0.04,0.11,0.04,7.0,10.45,3.0,27.81,8204.36,749251,544014.0,HONASA,Trading,-0.54,Big_drop_AT_HIGH_MARCAP2K
450.0,Va Tech Wabag,1316.0,1944.0,6.22,811.0,70.2,12.14,15.13,8.17,3072.0,432.3,267.7,7.83,-11.57,13.82,19.75,5.52,0.26,32.53,8.68,17.55,3.28,43.13,30.58,4.16,2.66,1.43,2.38,2.82,0.0,0.0,230.04,133.5,56.2,43.6,233.3,122.5,214.7,5.47,0.22,0.66,0.06,18.15,19.13,-2.57,0.0,-0.28,1.01,7.0,4.83,2.0,30.06,8184.25,373499,533269.0,WABAG,Engineering - Turnkey Services,-0.32,Other
451.0,Tips Music,640.05,950.0,12.78,78.49,30.61,18.83,24.08,29.08,310.69,223.48,166.56,28.61,32.89,85.63,112.44,49.11,31.84,37.47,78.08,101.16,47.09,13.03,49.06,39.04,26.33,0.69,9.23,2.09,1.08,53.71,434.26,120.23,10.57,-138.51,-7.71,118.69,429.34,744.93,0.02,0.92,,36.09,64.15,-10.83,0.0,0.81,-0.75,8.0,43.2,6.0,38.15,8181.84,133989,532375.0,TIPSMUSIC,Entertainment / Electronic Media Software,-0.33,Other
452.0,Volt.Transform.,8070.0,14800.0,1.01,624.81,96.83,3.53,23.93,20.48,1934.23,437.75,325.41,19.68,8.91,22.13,29.71,19.74,19.72,36.76,22.03,28.78,19.58,321.64,25.15,5.18,4.22,0.83,2.39,1.21,1.1,31.1,603.44,219.21,-116.02,-93.81,9.38,159.31,518.41,301.9,0.0,1.17,6.01,18.02,38.0,-12.0,0.0,-2.79,-0.17,5.0,10.89,5.0,47.57,8164.49,84511,532757.0,VOLTAMP,Electric Equipment,-0.45,Other
453.0,Akums Drugs,517.7,1175.9,15.74,1010.41,66.31,-67.98,-6.69,,4006.82,270.96,144.88,14.32,-120.18,-3.57,2.4,-0.76,15.35,,-6.6,2.85,-1.97,9.48,56.25,2.87,2.03,,2.64,2.86,0.0,0.0,706.74,498.26,-330.8,-108.02,59.44,211.84,-121.98,6.39,0.19,1.24,3.99,18.84,75.26,,0.0,-0.59,0.4,6.0,5.64,1.0,29.05,8148.28,217262,544222.0,AKUMS,Pharmaceuticals - Indian - Bulk Drugs & Formln,-0.56,Big_drop_AT_HIGH_MARCAP2K
454.0,Health.Global,584.05,606.15,13.94,558.57,7.75,103.5,18.88,14.75,2132.32,204.89,55.73,14.69,137.04,4.78,8.92,1.61,23.65,33.05,2.1,7.52,0.71,4.18,146.12,9.45,3.82,4.97,7.66,8.29,0.0,0.0,756.29,284.58,-225.73,-64.02,-5.16,100.6,376.19,1.49,1.81,0.76,12.72,23.28,67.66,-0.2,-0.01,-0.33,-0.46,4.0,5.64,3.0,54.85,8142.55,479171,539787.0,HCG,Healthcare,-0.04,Other
